execucao,modelo_base,epoca,acuracia,precisao,recall,f1,erro_treino,erro_teste,tempo_treino,tempo_teste,tempo_total
7,inception_v3,12,0.9347,0.9358925965251238,0.9347,0.9347327251530967,0.0594663234203375,0.21875253939040148,399.3636226654053,33.8968071937561,433.2604298591614
7,inception_v3,13,0.9335,0.9345306945323074,0.9335000000000001,0.9333829399069786,0.04933358766177259,0.23720129406684712,399.1755392551422,33.98151922225952,433.15705847740173
7,inception_v3,14,0.9389,0.9394566682831478,0.9389000000000001,0.9387491695270997,0.05128016164142262,0.20918062564199139,399.2037601470947,33.91331744194031,433.11707758903503
7,inception_v3,15,0.9425,0.9424720617239826,0.9425000000000001,0.9421115792047201,0.055341789385785,0.19801132888740794,399.15453600883484,33.973286390304565,433.1278223991394
8,inception_v3,1,0.9265,0.9268673041907587,0.9265000000000001,0.926021697126264,0.35911003711735806,0.21916926944047022,399.26447677612305,33.88394641876221,433.14842319488525
8,inception_v3,2,0.9334,0.9349859405009477,0.9334,0.9338251486266149,0.16789411709589117,0.19489003633071852,399.3275647163391,33.962791442871094,433.2903561592102
8,inception_v3,3,0.9329,0.933600825211701,0.9328999999999998,0.9324982018741726,0.1253332169726491,0.20824459702915446,399.3723530769348,33.89629292488098,433.2686460018158
8,inception_v3,4,0.9348,0.9366354803112907,0.9347999999999999,0.9350292148214784,0.10484930891734179,0.20301864903633762,399.37685108184814,33.93630051612854,433.3131515979767
8,inception_v3,5,0.9371,0.9382271747438897,0.9371,0.9371209872523366,0.0882955034688601,0.22270685716704197,399.36824011802673,33.92473292350769,433.2929730415344
8,inception_v3,6,0.9391,0.9389208616957075,0.9390999999999998,0.9387801891893546,0.08500098848365285,0.2073552962748488,399.3763065338135,33.92054796218872,433.2968544960022
8,inception_v3,7,0.9341,0.9356914415477984,0.9340999999999999,0.9341565881167329,0.07689699104360645,0.22851654407894537,399.38817834854126,34.01065421104431,433.39883255958557
8,inception_v3,8,0.9418,0.9422366036260093,0.9418,0.9417416722345544,0.06784336049037645,0.20091532552792768,399.381596326828,33.95234751701355,433.33394384384155
8,inception_v3,9,0.9313,0.9330893557092631,0.9312999999999999,0.9311163215589339,0.06457196467626325,0.23458695312024683,399.17999792099,33.92015767097473,433.1001555919647
8,inception_v3,10,0.9412,0.9413258020623136,0.9411999999999999,0.94102489890597,0.06526574752141086,0.20263940508768058,399.3740885257721,33.95540452003479,433.3294930458069
8,inception_v3,11,0.9423,0.942557911139174,0.9423,0.9422759815839085,0.05342137477214179,0.19497728562516392,399.36033153533936,33.90847396850586,433.2688055038452
8,inception_v3,12,0.939,0.9397709109648833,0.9390000000000001,0.9390253861707754,0.05683521171579199,0.20461571528605974,399.46299982070923,33.9592010974884,433.42220091819763
8,inception_v3,13,0.9361,0.9382018982403837,0.9360999999999999,0.9359259745107774,0.05357237138471011,0.22209767739816455,399.4469265937805,33.994009017944336,433.44093561172485
8,inception_v3,14,0.9389,0.9399639058510318,0.9389,0.9388986452141255,0.056004243927276535,0.21429125747530703,399.50997829437256,33.95799279212952,433.4679710865021
8,inception_v3,15,0.9431,0.9439703046563371,0.9430999999999999,0.9432581977953225,0.05000133793997576,0.19129151249434917,399.49761056900024,33.92413783073425,433.4217483997345
9,inception_v3,1,0.9277,0.9292020014789426,0.9277,0.9276578628591359,0.35819748852906935,0.22536978666569776,399.0718717575073,33.898767709732056,432.9706394672394
9,inception_v3,2,0.9306,0.9323621637185541,0.9306000000000001,0.9305132292242655,0.17128403149926297,0.20902131621245365,399.1413776874542,33.93658947944641,433.07796716690063
9,inception_v3,3,0.9436,0.9441695058542832,0.9436,0.9436297970398855,0.12093891958644151,0.18004188042395053,399.1616861820221,33.99117684364319,433.1528630256653
9,inception_v3,4,0.925,0.9268076966716183,0.925,0.925279318251633,0.09920073091052473,0.2429164457995041,399.18350076675415,33.8763165473938,433.05981731414795
9,inception_v3,5,0.9388,0.9398707610761295,0.9388,0.938964479260189,0.09118353700577317,0.18987835940139688,399.153199672699,33.878275632858276,433.03147530555725
9,inception_v3,6,0.9459,0.9463933758379397,0.9459,0.9459618526656499,0.08731513193277332,0.17534544458909399,399.1491029262543,33.86396646499634,433.0130693912506
9,inception_v3,7,0.9395,0.940843313951205,0.9395,0.939769447241335,0.07284930223078631,0.2046243085579318,399.1694631576538,33.97195267677307,433.1414158344269
9,inception_v3,8,0.9349,0.9356293513205023,0.9349000000000001,0.9346991724381993,0.07491037363687868,0.2164130190589056,399.16690492630005,33.88184833526611,433.04875326156616
9,inception_v3,9,0.9351,0.9375736852210673,0.9350999999999999,0.9356713817189671,0.06245302413265719,0.21581130174647092,399.1749486923218,33.872215032577515,433.0471637248993
9,inception_v3,10,0.9413,0.9415634937478423,0.9412999999999998,0.9413700608613818,0.06278667517859117,0.20305891395516837,399.19200015068054,33.889079093933105,433.08107924461365
9,inception_v3,11,0.9426,0.9429506641227515,0.9426,0.9426097826869242,0.060777536659921895,0.20701065493427265,399.1633994579315,33.919118881225586,433.0825183391571
9,inception_v3,12,0.9409,0.9414197976869451,0.9408999999999998,0.9409305817838082,0.056057151328102996,0.20555547458730686,399.15919399261475,33.889363288879395,433.04855728149414
9,inception_v3,13,0.9333,0.9342928368206372,0.9333,0.9334276208785168,0.05289789986745466,0.23419850687407384,399.171359539032,33.968772411346436,433.1401319503784
9,inception_v3,14,0.9344,0.9372805118795597,0.9343999999999999,0.934848207947676,0.05653990430952719,0.22722374356001807,399.31944704055786,34.00596475601196,433.3254117965698
9,inception_v3,15,0.9411,0.941795752633853,0.9410999999999999,0.9411069738246312,0.048445598369248714,0.19904056031280642,399.35058665275574,33.994284868240356,433.3448715209961
10,inception_v3,1,0.9265,0.9293151684142487,0.9265000000000001,0.9268583022883184,0.35599209816978716,0.223055220274314,399.2522039413452,33.92737865447998,433.1795825958252
10,inception_v3,2,0.926,0.9292934213865653,0.9259999999999999,0.9262320970055302,0.17172395812152216,0.2304441258785831,399.3200886249542,33.92645859718323,433.24654722213745
10,inception_v3,3,0.934,0.9349629141863426,0.9339999999999999,0.9338077163409005,0.12554352526979334,0.19978761248243082,399.3799877166748,33.854848861694336,433.23483657836914
